exchange,stock_symbol,date,dividends
NYSE,OMC,1994-05-24,0.00562
NYSE,OMC,1994-03-14,0.03875
NYSE,OMC,1993-12-13,0.03875
NYSE,OMC,1993-09-20,0.03875
NYSE,OMC,1993-06-09,0.03875
NYSE,OMC,1993-03-08,0.03875
NYSE,OMC,1992-12-14,0.03875
NYSE,OMC,1992-09-17,0.03875
NYSE,OMC,1992-06-08,0.03875
NYSE,OMC,1992-03-09,0.03438
NYSE,OMC,1991-12-10,0.03438
NYSE,OMC,1991-09-10,0.03438
NYSE,OMC,1991-06-10,0.03438
NYSE,OMC,1991-03-11,0.03438
NYSE,OMC,1990-12-10,0.03438
NYSE,OMC,1990-09-10,0.03438
NYSE,OMC,1990-06-11,0.03438
NYSE,OXM,2010-01-13,0.09
NYSE,OXM,2009-10-13,0.09
NYSE,OXM,2009-07-13,0.09
NYSE,OXM,2009-04-13,0.09
NYSE,OXM,2009-01-13,0.18
NYSE,OXM,2008-10-10,0.18
NYSE,OXM,2008-07-11,0.18
NYSE,OXM,2008-05-13,0.18
NYSE,OXM,2008-02-13,0.18
NYSE,OXM,2007-11-13,0.18
NYSE,OXM,2007-08-13,0.18
NYSE,OXM,2007-05-11,0.18
NYSE,OXM,2007-02-13,0.18
NYSE,OXM,2006-11-13,0.15
NYSE,OXM,2006-08-18,0.15
NYSE,OXM,2006-05-11,0.15
NYSE,OXM,2006-02-13,0.15
NYSE,OXM,2005-11-10,0.135
NYSE,OXM,2005-08-18,0.135
NYSE,OXM,2005-05-19,0.135
NYSE,OXM,2005-02-10,0.135
NYSE,OXM,2004-11-10,0.12
NYSE,OXM,2004-08-12,0.12
NYSE,OXM,2004-05-13,0.12
NYSE,OXM,2004-02-12,0.12
NYSE,OXM,2003-11-13,0.105
NYSE,OXM,2003-08-14,0.105
NYSE,OXM,2003-05-13,0.105
NYSE,OXM,2003-02-12,0.105
NYSE,OXM,2002-11-13,0.105
NYSE,OXM,2002-08-13,0.105
NYSE,OXM,2002-05-13,0.105
NYSE,OXM,2002-02-13,0.105
NYSE,OXM,2001-11-13,0.105
NYSE,OXM,2001-08-13,0.105
NYSE,OXM,2001-05-11,0.105
NYSE,OXM,2001-02-13,0.105
NYSE,OXM,2000-11-13,0.105
NYSE,OXM,2000-08-11,0.105
NYSE,OXM,2000-05-11,0.105
NYSE,OXM,2000-02-11,0.105
NYSE,OXM,1999-11-10,0.105
NYSE,OXM,1999-08-11,0.105
NYSE,OXM,1999-05-12,0.105
NYSE,OXM,1999-02-10,0.105
NYSE,OXM,1998-11-10,0.1
NYSE,OXM,1998-08-13,0.1
NYSE,OXM,1998-05-13,0.1
NYSE,OXM,1998-02-11,0.1
NYSE,OXM,1997-11-12,0.1
NYSE,OXM,1997-08-13,0.1
NYSE,OXM,1997-05-13,0.1
NYSE,OXM,1997-02-12,0.1
NYSE,OXM,1996-11-13,0.1
NYSE,OXM,1996-08-14,0.1
NYSE,OXM,1996-05-13,0.1
NYSE,OXM,1996-02-13,0.1
NYSE,OXM,1995-11-13,0.1
NYSE,OXM,1995-08-16,0.1
NYSE,OXM,1995-05-11,0.1
NYSE,OXM,1995-02-09,0.1
NYSE,OXM,1994-11-07,0.09
NYSE,OXM,1994-08-15,0.09
NYSE,OXM,1994-05-10,0.09
NYSE,OXM,1994-02-07,0.09
NYSE,OXM,1993-11-08,0.0825
NYSE,OXM,1993-08-10,0.0825
NYSE,OXM,1993-05-10,0.0825
NYSE,OXM,1993-02-08,0.0825
NYSE,OXM,1992-11-06,0.075
NYSE,OXM,1992-08-11,0.075
NYSE,OXM,1992-05-11,0.075
NYSE,OXM,1992-02-10,0.075
NYSE,OXM,1991-11-08,0.0625
NYSE,OXM,1991-08-09,0.0625
NYSE,OXM,1991-05-09,0.0625
NYSE,OXM,1991-02-11,0.0625
NYSE,OXM,1990-11-08,0.0625
NYSE,OXM,1990-08-09,0.0625
NYSE,OXM,1990-05-09,0.0625
NYSE,OXM,1990-02-09,0.0625
NYSE,OXM,1989-11-09,0.0625
NYSE,OXM,1989-08-09,0.0625
NYSE,OXM,1989-05-09,0.0625
NYSE,OXM,1989-02-09,0.0625
NYSE,OXM,1988-11-08,0.0625
NYSE,OXM,1988-08-09,0.0625
NYSE,OXM,1988-05-09,0.0625
NYSE,OXM,1988-02-08,0.06
NYSE,OLA,2009-12-11,0.24
NYSE,OLA,2009-09-11,0.24
NYSE,OLA,2009-06-11,0.24
NYSE,OLA,2009-03-11,0.4
NYSE,OLA,2008-12-11,0.4
NYSE,OLA,2008-09-11,0.4
NYSE,OLA,2008-06-11,0.4
NYSE,OLA,2008-03-12,0.4
NYSE,OLA,2007-12-12,0.4
NYSE,OLA,2007-09-12,0.4
NYSE,OLA,2007-06-13,0.4
NYSE,OLA,2007-03-13,0.4
NYSE,OLA,2006-12-13,0.4
NYSE,OLA,2006-09-13,0.4
NYSE,OLA,2006-06-13,0.4
NYSE,OLA,2006-03-13,0.4
NYSE,OLA,2005-12-13,0.4
NYSE,OIC,2010-01-20,0.043
NYSE,OIC,2009-12-16,0.043
NYSE,OIC,2009-11-18,0.043
NYSE,OIC,2009-10-21,0.043
NYSE,OIC,2009-09-16,0.043
NYSE,OIC,2009-08-19,0.043
NYSE,OIC,2009-07-22,0.043
NYSE,OIC,2009-06-17,0.043
NYSE,OIC,2009-05-20,0.043
NYSE,OIC,2009-04-15,0.043
NYSE,OIC,2009-03-18,0.048
NYSE,OIC,2009-02-18,0.048
NYSE,OIC,2009-01-21,0.048
NYSE,OIC,2008-12-17,0.054
NYSE,OIC,2008-11-19,0.048
NYSE,OIC,2008-10-22,0.048
NYSE,OIC,2008-09-17,0.045
NYSE,OIC,2008-08-20,0.045
NYSE,OIC,2008-07-16,0.045
NYSE,OIC,2008-06-18,0.045
NYSE,OIC,2008-05-21,0.045
NYSE,OIC,2008-04-16,0.045
NYSE,OIC,2008-03-05,0.045
NYSE,OIC,2008-02-06,0.045
NYSE,OIC,2008-01-09,0.045
NYSE,OIC,2007-12-05,0.043
NYSE,OIC,2007-11-07,0.043
NYSE,OIC,2007-10-03,0.045
NYSE,OIC,2007-09-05,0.045
NYSE,OIC,2007-08-01,0.045
NYSE,OIC,2007-07-03,0.045
NYSE,OIC,2007-06-06,0.045
NYSE,OIC,2007-05-02,0.045
NYSE,OIC,2007-04-03,0.045
NYSE,OIC,2007-03-07,0.045
NYSE,OIC,2007-02-07,0.045
NYSE,OIC,2007-01-03,0.045
NYSE,OIC,2006-12-06,0.102
NYSE,OIC,2006-11-01,0.09
NYSE,OIC,2006-10-04,0.09
NYSE,OIC,2006-09-06,0.045
NYSE,OIC,2006-07-05,0.045
NYSE,OIC,2006-06-07,0.045
NYSE,OIC,2006-05-03,0.045
NYSE,OIC,2006-04-05,0.045
NYSE,OIC,2006-03-01,0.045
NYSE,OIC,2006-02-01,0.045
NYSE,OIC,2006-01-04,0.045
NYSE,OIC,2005-12-07,0.045
NYSE,OIC,2005-11-02,0.045
NYSE,OIC,2005-10-05,0.045
NYSE,OIC,2005-09-07,0.043
NYSE,OIC,2005-08-03,0.043
NYSE,OIC,2005-07-06,0.043
NYSE,OIC,2005-06-01,0.043
NYSE,OIC,2005-05-04,0.043
NYSE,OIC,2005-04-06,0.043
NYSE,OIC,2005-03-02,0.043
NYSE,OIC,2005-02-02,0.043
NYSE,OIC,2005-01-05,0.043
NYSE,OIC,2004-12-08,0.043
NYSE,OIC,2004-11-03,0.043
NYSE,OIC,2004-10-06,0.043
NYSE,OIC,2004-09-01,0.045
NYSE,OIC,2004-08-04,0.045
NYSE,OIC,2004-07-07,0.045
NYSE,OIC,2004-06-02,0.045
NYSE,OIC,2004-05-05,0.045
NYSE,OIC,2004-04-14,0.045
NYSE,OIC,2004-03-03,0.045
NYSE,OIC,2004-02-04,0.045
NYSE,OIC,2004-01-07,0.045
NYSE,OIC,2003-12-03,0.045
NYSE,OIC,2003-11-05,0.045
NYSE,OIC,2003-10-01,0.045
NYSE,OIC,2003-09-03,0.048
NYSE,OIC,2003-08-06,0.048
NYSE,OIC,2003-07-09,0.048
NYSE,OIC,2003-06-04,0.048
NYSE,OIC,2003-05-07,0.048
NYSE,OIC,2003-04-02,0.048
NYSE,OIC,2003-03-05,0.048
NYSE,OIC,2003-02-05,0.048
NYSE,OIC,2003-01-08,0.048
NYSE,OIC,2002-12-04,0.048
NYSE,OIC,2002-11-06,0.048
NYSE,OIC,2002-10-02,0.048
NYSE,OIC,2002-09-04,0.048
NYSE,OIC,2002-08-07,0.048
NYSE,OIC,2002-07-02,0.048
NYSE,OIC,2002-06-05,0.048
NYSE,OIC,2002-05-01,0.048
NYSE,OIC,2002-04-03,0.048
NYSE,OIC,2002-03-06,0.048
NYSE,OIC,2002-02-06,0.048
NYSE,OIC,2002-01-02,0.048
NYSE,OIC,2001-12-05,0.102
NYSE,OIC,2001-11-07,0.048
NYSE,OIC,2001-10-03,0.048
NYSE,OIC,2001-09-05,0.048
NYSE,OIC,2001-08-01,0.048
NYSE,OIC,2001-07-03,0.048
NYSE,OIC,2001-06-06,0.048
NYSE,OIC,2001-05-02,0.048
NYSE,OIC,2001-04-04,0.048
NYSE,OIC,2001-03-07,0.048
NYSE,OIC,2001-02-07,0.048
NYSE,OIC,2001-01-03,0.043
NYSE,OIC,2000-12-06,0.048
NYSE,OIC,2000-11-01,0.048
NYSE,OIC,2000-10-04,0.043
NYSE,OIC,2000-09-06,0.045
NYSE,OIC,2000-08-02,0.045
NYSE,OIC,2000-07-05,0.045
NYSE,OIC,2000-06-07,0.045
NYSE,OIC,2000-05-03,0.045
NYSE,OIC,2000-04-05,0.045
NYSE,OIC,2000-03-01,0.045
NYSE,OIC,2000-02-02,0.045
NYSE,OIC,2000-01-05,0.045
NYSE,OIC,1999-12-01,0.055
NYSE,OIC,1999-11-03,0.045
NYSE,OIC,1999-10-06,0.045
NYSE,OIC,1999-09-01,0.045
NYSE,OIC,1999-08-04,0.045
NYSE,OIC,1999-07-07,0.046
NYSE,OIC,1999-06-02,0.045
NYSE,OIC,1999-05-05,0.045
NYSE,OIC,1999-04-07,0.045
NYSE,OIC,1999-03-03,0.045
NYSE,OIC,1999-02-03,0.045
NYSE,OIC,1999-01-06,0.045
NYSE,OIC,1998-12-02,0.045
NYSE,OIC,1998-11-04,0.045
NYSE,OIC,1998-10-07,0.045
NYSE,OIC,1998-09-02,0.052
NYSE,OIC,1998-08-05,0.052
NYSE,OIC,1998-07-08,0.052
NYSE,OIC,1998-06-03,0.052
NYSE,OIC,1998-05-06,0.052
NYSE,OIC,1998-04-01,0.052
NYSE,OIC,1998-03-04,0.052
NYSE,OIC,1998-02-04,0.052
NYSE,OIC,1998-01-07,0.052
NYSE,OIC,1997-12-03,0.052
NYSE,OIC,1997-11-05,0.052
NYSE,OIC,1997-10-01,0.052
NYSE,OIC,1997-09-03,0.06
NYSE,OIC,1997-08-06,0.06
NYSE,OIC,1997-07-09,0.06
NYSE,OIC,1997-06-04,0.06
NYSE,OIC,1997-05-07,0.06
NYSE,OIC,1997-04-02,0.06
NYSE,OIC,1997-03-05,0.06
NYSE,OIC,1997-02-05,0.06
NYSE,OIC,1997-01-08,0.06
NYSE,OIC,1996-12-04,0.06
NYSE,OIC,1996-11-06,0.06
NYSE,OIC,1996-10-02,0.055
NYSE,OIC,1996-09-04,0.055
NYSE,OIC,1996-08-07,0.055
NYSE,OIC,1996-07-02,0.055
NYSE,OIC,1996-06-05,0.055
NYSE,OIC,1996-05-01,0.055
NYSE,OIC,1996-04-02,0.055
NYSE,OIC,1996-03-06,0.055
NYSE,OIC,1996-02-07,0.055
NYSE,OIC,1996-01-10,0.055
NYSE,OIC,1995-12-06,0.055
NYSE,OIC,1995-11-08,0.055
NYSE,OIC,1995-10-04,0.048
NYSE,OIC,1995-09-06,0.142
NYSE,OFG,2009-12-29,0.04
NYSE,OFG,2009-09-28,0.04
NYSE,OFG,2009-06-30,0.04
NYSE,OFG,2009-03-30,0.04
NYSE,OFG,2008-12-26,0.14
NYSE,OFG,2008-09-26,0.14
NYSE,OFG,2008-06-26,0.14
NYSE,OFG,2008-03-27,0.14
NYSE,OFG,2007-12-27,0.14
NYSE,OFG,2007-10-01,0.14
NYSE,OFG,2007-06-27,0.14
NYSE,OFG,2007-03-28,0.14
NYSE,OFG,2006-12-27,0.14
NYSE,OFG,2006-09-27,0.14
NYSE,OFG,2006-06-28,0.14
NYSE,OFG,2006-03-28,0.14
NYSE,OFG,2005-12-28,0.14
NYSE,OFG,2005-09-28,0.14
NYSE,OFG,2005-06-28,0.14
NYSE,OFG,2005-03-28,0.14
NYSE,OFG,2004-12-28,0.14091
NYSE,OFG,2004-09-28,0.12727
NYSE,OFG,2004-06-28,0.12727
NYSE,OFG,2004-03-26,0.12727
NYSE,OFG,2003-12-26,0.12727
NYSE,OFG,2003-09-26,0.1157
NYSE,OFG,2003-06-26,0.1157
NYSE,OFG,2003-03-27,0.1157
NYSE,OFG,2002-12-26,0.1157
NYSE,OFG,2002-09-26,0.09917
NYSE,OFG,2002-06-26,0.09917
NYSE,OFG,2002-03-27,0.10909
NYSE,OFG,2001-12-27,0.09015
NYSE,OFG,2001-09-26,0.09015
NYSE,OFG,2001-06-27,0.09015
NYSE,OFG,2001-03-28,0.09015
NYSE,OFG,2000-12-27,0.09015
NYSE,OFG,2000-09-27,0.09015
NYSE,OFG,2000-06-28,0.09015
NYSE,OFG,2000-03-28,0.09015
NYSE,OFG,1999-12-28,0.09015
NYSE,OFG,1999-09-28,0.09015
NYSE,OFG,1999-06-28,0.09015
NYSE,OFG,1999-03-26,0.09015
NYSE,OFG,1998-12-28,0.06913
NYSE,OFG,1998-09-28,0.06762
NYSE,OFG,1998-06-26,0.06762
NYSE,OFG,1998-03-27,0.06762
NYSE,OFG,1997-12-26,0.05635
NYSE,OFG,1997-09-26,0.05697
NYSE,OFG,1997-06-26,0.0541
NYSE,OFG,1997-03-26,0.0541
NYSE,OFG,1996-12-16,0.04507
NYSE,OFG,1996-06-14,0.03757
NYSE,OFG,1996-03-12,0.03757
NYSE,OFG,1995-12-13,0.03757
NYSE,OFG,1995-09-14,0.03005
NYSE,OFG,1995-06-29,0.02885
NYSE,OFG,1995-03-13,0.01923
NYSE,OFG,1994-12-09,0.01923
NYSE,OFG,1994-09-14,0.01226
NYSE,OFG,1994-06-15,0.00902
NYSE,OFG,1994-03-25,0.00902
NYSE,OFG,1993-12-28,0.01804
NYSE,OFG,1993-09-27,0.00902
NYSE,OFG,1993-07-22,0.00902
NYSE,OFG,1993-03-26,0.00602
NYSE,OFG,1992-12-24,0.00602
NYSE,OFG,1992-09-25,0.00602
NYSE,OIB,2010-01-20,0.039
NYSE,OIB,2009-12-16,0.039
NYSE,OIB,2009-11-18,0.039
NYSE,OIB,2009-10-21,0.039
NYSE,OIB,2009-09-16,0.039
NYSE,OIB,2009-08-19,0.039
NYSE,OIB,2009-07-22,0.039
NYSE,OIB,2009-06-17,0.039
NYSE,OIB,2009-05-20,0.039
NYSE,OIB,2009-04-15,0.039
NYSE,OIB,2009-03-18,0.044
NYSE,OIB,2009-02-18,0.044
NYSE,OIB,2009-01-21,0.044
NYSE,OIB,2008-12-17,0.044
NYSE,OIB,2008-11-19,0.044
NYSE,OIB,2008-10-22,0.044
NYSE,OIB,2008-09-17,0.043
NYSE,OIB,2008-08-20,0.043
NYSE,OIB,2008-07-16,0.043
NYSE,OIB,2008-06-18,0.043
NYSE,OIB,2008-05-21,0.043
NYSE,OIB,2008-04-16,0.043
NYSE,OIB,2008-03-05,0.043
NYSE,OIB,2008-02-06,0.043
NYSE,OIB,2008-01-09,0.043
NYSE,OIB,2007-12-05,0.043
NYSE,OIB,2007-11-07,0.043
NYSE,OIB,2007-10-03,0.043
NYSE,OIB,2007-09-05,0.04
NYSE,OIB,2007-08-01,0.04
NYSE,OIB,2007-07-03,0.04
NYSE,OIB,2007-06-06,0.04
NYSE,OIB,2007-05-02,0.04
NYSE,OIB,2007-04-03,0.04
NYSE,OIB,2007-03-07,0.04
NYSE,OIB,2007-02-07,0.04
NYSE,OIB,2007-01-03,0.04
NYSE,OIB,2006-12-06,0.044
NYSE,OIB,2006-11-01,0.04
NYSE,OIB,2006-10-04,0.04
NYSE,OIB,2006-09-06,0.043
NYSE,OIB,2006-07-05,0.043
NYSE,OIB,2006-06-07,0.043
NYSE,OIB,2006-05-03,0.043
NYSE,OIB,2006-04-05,0.043
NYSE,OIB,2006-03-01,0.043
NYSE,OIB,2006-02-01,0.043
NYSE,OIB,2006-01-04,0.043
NYSE,OIB,2005-12-07,0.043
NYSE,OIB,2005-11-02,0.043
NYSE,OIB,2005-10-05,0.043
NYSE,OIB,2005-09-07,0.04
NYSE,OIB,2005-08-03,0.04
NYSE,OIB,2005-07-06,0.04
NYSE,OIB,2005-06-01,0.04
NYSE,OIB,2005-05-04,0.04
NYSE,OIB,2005-04-06,0.04
NYSE,OIB,2005-03-02,0.04
NYSE,OIB,2005-02-02,0.04
NYSE,OIB,2005-01-05,0.04
NYSE,OIB,2004-12-08,0.04
NYSE,OIB,2004-11-03,0.04
NYSE,OIB,2004-10-06,0.04
NYSE,OIB,2004-09-01,0.043
NYSE,OIB,2004-08-04,0.043
NYSE,OIB,2004-07-07,0.043
NYSE,OIB,2004-06-02,0.043
NYSE,OIB,2004-05-05,0.043
NYSE,OIB,2004-04-14,0.043
NYSE,OIB,2004-03-03,0.043
NYSE,OIB,2004-02-04,0.043
NYSE,OIB,2004-01-07,0.043
NYSE,OIB,2003-12-03,0.043
NYSE,OIB,2003-11-05,0.043
NYSE,OIB,2003-10-01,0.043
NYSE,OIB,2003-09-03,0.043
NYSE,OIB,2003-08-06,0.043
NYSE,OIB,2003-07-09,0.043
NYSE,OIB,2003-06-04,0.043
NYSE,OIB,2003-05-07,0.043
NYSE,OIB,2003-04-02,0.043
NYSE,OIB,2003-03-05,0.043
NYSE,OIB,2003-02-05,0.043
NYSE,OIB,2003-01-08,0.043
NYSE,OIB,2002-12-04,0.043
NYSE,OIB,2002-11-06,0.043
NYSE,OIB,2002-10-02,0.043
NYSE,OIB,2002-09-04,0.045
NYSE,OIB,2002-08-07,0.045
NYSE,OIB,2002-07-02,0.045
NYSE,OIB,2002-06-05,0.045
NYSE,OIB,2002-05-01,0.045
NYSE,OIB,2002-04-03,0.045
NYSE,OIB,2002-03-06,0.045
NYSE,OIB,2002-02-06,0.045
NYSE,OIB,2002-01-02,0.045
NYSE,OIB,2001-12-05,0.045
NYSE,OIB,2001-11-07,0.043
NYSE,OIB,2001-10-03,0.043
NYSE,OIB,2001-09-05,0.043
NYSE,OIB,2001-08-01,0.043
NYSE,OIB,2001-07-03,0.043
NYSE,OIB,2001-06-06,0.043
NYSE,OIB,2001-05-02,0.043
NYSE,OIB,2001-04-04,0.043
NYSE,OIB,2001-03-07,0.043
NYSE,OIB,2001-02-07,0.043
NYSE,OIB,2001-01-03,0.043
NYSE,OIB,2000-12-06,0.043
NYSE,OIB,2000-11-01,0.043
NYSE,OIB,2000-10-04,0.043
NYSE,OIB,2000-09-06,0.043
NYSE,OIB,2000-08-02,0.043
NYSE,OIB,2000-07-05,0.043
NYSE,OIB,2000-06-07,0.043
NYSE,OIB,2000-05-03,0.043
NYSE,OIB,2000-04-05,0.043
NYSE,OIB,2000-03-01,0.043
NYSE,OIB,2000-02-02,0.043
NYSE,OIB,2000-01-05,0.043
NYSE,OIB,1999-12-01,0.043
NYSE,OIB,1999-11-03,0.043
NYSE,OIB,1999-10-06,0.043
NYSE,OIB,1999-09-01,0.043
NYSE,OIB,1999-08-04,0.043
NYSE,OIB,1999-07-07,0.043
NYSE,OIB,1999-06-02,0.042
NYSE,OIB,1999-05-05,0.042
NYSE,OIB,1999-04-07,0.042
NYSE,OIB,1999-03-03,0.042
NYSE,OIB,1999-02-03,0.042
NYSE,OIB,1999-01-06,0.042
NYSE,OIB,1998-12-02,0.042
NYSE,OIB,1998-11-04,0.042
NYSE,OIB,1998-10-07,0.042
NYSE,OIB,1998-09-02,0.045
NYSE,OIB,1998-08-05,0.045
NYSE,OIB,1998-07-08,0.045
NYSE,OIB,1998-06-03,0.045
NYSE,OIB,1998-05-06,0.045
NYSE,OIB,1998-04-01,0.045
NYSE,OIB,1998-03-04,0.045
NYSE,OIB,1998-02-04,0.045
NYSE,OIB,1998-01-07,0.045
NYSE,OIB,1997-12-03,0.045
NYSE,OIB,1997-11-05,0.045
NYSE,OIB,1997-10-01,0.045
NYSE,OIB,1997-09-03,0.05
NYSE,OIB,1997-08-06,0.05
NYSE,OIB,1997-07-09,0.05
NYSE,OIB,1997-06-04,0.05
NYSE,OIB,1997-05-07,0.05
NYSE,OIB,1997-04-02,0.05
NYSE,OIB,1997-03-05,0.05
NYSE,OIB,1997-02-05,0.05
NYSE,OIB,1997-01-08,0.05
NYSE,OIB,1996-12-04,0.05
NYSE,OIB,1996-11-06,0.05
NYSE,OIB,1996-10-02,0.055
NYSE,OIB,1996-09-04,0.055
NYSE,OIB,1996-08-07,0.055
NYSE,OIB,1996-07-02,0.055
NYSE,OIB,1996-06-05,0.055
NYSE,OIB,1996-05-01,0.055
NYSE,OIB,1996-04-02,0.055
NYSE,OIB,1996-03-06,0.055
NYSE,OIB,1996-02-07,0.055
NYSE,OIB,1996-01-10,0.055
NYSE,OIB,1995-12-06,0.055
NYSE,OIB,1995-11-08,0.055
NYSE,OIB,1995-10-04,0.05
NYSE,OIB,1995-09-06,0.05
NYSE,OIB,1995-08-09,0.05
NYSE,OIB,1995-07-12,0.05
NYSE,OIB,1995-06-14,0.05
NYSE,OIB,1995-05-01,0.05
NYSE,OIB,1995-04-03,0.05
NYSE,OIB,1995-03-06,0.05
NYSE,OIB,1995-02-06,0.05
NYSE,OIB,1995-01-09,0.05
NYSE,OIB,1994-12-05,0.05
NYSE,OIB,1994-11-04,0.05
NYSE,OIB,1994-10-03,0.05
NYSE,OIB,1994-09-02,0.05
NYSE,OIB,1994-08-01,0.05
NYSE,OIB,1994-07-01,0.05
NYSE,OIB,1994-06-06,0.05
NYSE,OIB,1994-05-02,0.05
NYSE,OIB,1994-04-04,0.05
NYSE,OIB,1994-03-07,0.05
NYSE,OIB,1994-02-07,0.05
NYSE,OIB,1994-01-03,0.05
NYSE,OIB,1993-12-06,0.05
NYSE,OIB,1993-11-01,0.05
NYSE,OIB,1993-10-04,0.05
NYSE,OIB,1993-09-03,0.05
NYSE,OIB,1993-08-02,0.05
NYSE,OIB,1993-07-02,0.05
NYSE,OIB,1993-06-07,0.05
NYSE,OIB,1993-05-03,0.05
NYSE,OIB,1993-04-12,0.05
NYSE,OIB,1993-03-01,0.05
NYSE,OIB,1993-02-01,0.05
NYSE,OIB,1993-01-04,0.05
NYSE,OIB,1992-12-07,0.05
NYSE,OIB,1992-11-02,0.05
NYSE,OIB,1992-10-05,0.05
NYSE,OIB,1992-09-04,0.06
NYSE,OIB,1992-08-03,0.06
NYSE,OIB,1992-07-06,0.06
NYSE,OIB,1992-06-01,0.06
NYSE,OIB,1992-05-04,0.06
NYSE,OIB,1992-04-06,0.06
NYSE,OIB,1992-03-02,0.065
NYSE,OIB,1992-02-03,0.065
NYSE,OIB,1992-01-06,0.065
NYSE,OIB,1991-12-02,0.065
NYSE,OIB,1991-11-04,0.065
NYSE,OIB,1991-10-07,0.065
NYSE,OIB,1991-09-09,0.065
NYSE,OIB,1991-08-05,0.065
NYSE,OIB,1991-07-08,0.065
NYSE,OIB,1991-06-03,0.065
NYSE,OIB,1991-05-06,0.065
NYSE,OIB,1991-04-01,0.065
NYSE,OIB,1991-03-04,0.065
NYSE,OIB,1991-02-04,0.065
NYSE,OIB,1991-01-07,0.065
NYSE,OIB,1990-12-03,0.065
NYSE,OIB,1990-11-05,0.065
NYSE,OIB,1990-10-01,0.065
NYSE,OIB,1990-08-31,0.062
NYSE,OIB,1990-08-06,0.062
NYSE,OIB,1990-06-29,0.06
NYSE,OIB,1990-06-04,0.06
NYSE,OIB,1990-05-07,0.06
NYSE,OIB,1990-04-02,0.057
NYSE,OIB,1990-03-05,0.052
NYSE,OIB,1990-02-05,0.052
NYSE,OIB,1989-12-29,0.05
NYSE,OIB,1989-12-04,0.05
NYSE,OIB,1989-10-02,0.047
NYSE,OIB,1989-09-01,0.045
NYSE,OIB,1989-08-07,0.04
NYSE,OMI,2009-12-11,0.23
NYSE,OMI,2009-09-11,0.23
NYSE,OMI,2009-06-11,0.23
NYSE,OMI,2009-03-11,0.23
NYSE,OMI,2008-12-11,0.2
NYSE,OMI,2008-09-11,0.2
NYSE,OMI,2008-06-11,0.2
NYSE,OMI,2008-03-12,0.2
NYSE,OMI,2007-12-12,0.17
NYSE,OMI,2007-09-12,0.17
NYSE,OMI,2007-06-13,0.17
NYSE,OLN,2010-02-08,0.2
NYSE,OLN,2009-11-06,0.2
NYSE,OLN,2009-08-06,0.2
NYSE,OLN,2009-05-07,0.2
NYSE,OLN,2009-02-06,0.2
NYSE,OLN,2008-11-06,0.2
NYSE,OLN,2008-08-07,0.2
NYSE,OLN,2008-05-07,0.2
NYSE,OLN,2008-02-07,0.2
NYSE,OLN,2007-11-07,0.2
NYSE,OLN,2007-08-08,0.2
NYSE,OLN,2007-05-08,0.2
NYSE,OLN,2007-02-07,0.2
NYSE,OLN,2006-11-08,0.2
NYSE,OLN,2006-08-08,0.2
NYSE,OLN,2006-05-08,0.2
NYSE,OLN,2006-02-08,0.2
NYSE,OLN,2005-11-08,0.2
NYSE,OLN,2005-08-08,0.2
NYSE,OLN,2005-05-06,0.2
NYSE,OLN,2005-02-08,0.2
NYSE,OLN,2004-11-08,0.2
NYSE,OLN,2004-08-06,0.2
NYSE,OLN,2004-05-06,0.2
NYSE,OLN,2004-02-06,0.2
NYSE,OLN,2003-11-06,0.2
NYSE,OLN,2003-08-07,0.2
NYSE,OLN,2003-05-07,0.2
NYSE,OLN,2003-02-06,0.2
NYSE,OLN,2002-11-06,0.2
NYSE,OLN,2002-08-07,0.2
NYSE,OLN,2002-05-08,0.2
NYSE,OLN,2002-02-07,0.2
NYSE,OLN,2001-08-08,0.2
NYSE,OLN,2001-05-08,0.2
NYSE,OLN,2001-02-07,0.2
NYSE,OLN,2000-11-08,0.2
NYSE,OLN,2000-08-08,0.2
NYSE,OLN,2000-05-08,0.2
NYSE,OLN,2000-02-08,0.2
NYSE,OLN,1999-11-08,0.2
NYSE,OLN,1999-08-06,0.2
NYSE,OLN,1999-05-06,0.2
NYSE,OLN,1999-01-14,0.19048
NYSE,OLN,1998-11-06,0.19048
NYSE,OLN,1998-08-06,0.19048
NYSE,OLN,1998-05-07,0.19048
NYSE,OLN,1998-02-06,0.19048
NYSE,OLN,1997-11-06,0.19048
NYSE,OLN,1997-08-06,0.19048
NYSE,OLN,1997-05-07,0.19048
NYSE,OLN,1997-02-06,0.19048
NYSE,OLN,1997-01-07,1.1746
NYSE,OLN,1996-11-06,0.19048
NYSE,OLN,1996-08-07,0.19048
NYSE,OLN,1996-05-08,0.19048
NYSE,OLN,1996-02-07,0.19048
NYSE,OLN,1995-11-08,0.19048
NYSE,OLN,1995-08-08,0.19048
NYSE,OLN,1995-05-04,0.19048
NYSE,OLN,1995-02-06,0.19048
NYSE,OLN,1994-11-04,0.1746
NYSE,OLN,1994-08-04,0.1746
NYSE,OLN,1994-05-04,0.1746
NYSE,OLN,1994-02-04,0.1746
NYSE,OLN,1993-11-04,0.1746
NYSE,OLN,1993-08-04,0.1746
NYSE,OLN,1993-05-04,0.1746
NYSE,OLN,1993-02-04,0.1746
NYSE,OLN,1992-11-04,0.1746
NYSE,OLN,1992-08-04,0.1746
NYSE,OLN,1992-05-05,0.1746
NYSE,OLN,1992-02-04,0.1746
NYSE,OLN,1991-11-05,0.1746
